task_id,attempt_index_for_task,attempt_count_for_task,source_root,run_dir,trial_name,trial_path,started_at,finished_at,batch_timestamp,latest_sort_key,reward,verify_status,selected_latest,selection_status,selected_trial_path_for_task
multi-source-data-merger,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,multi-source-data-merger__M8zXUtT,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/multi-source-data-merger__M8zXUtT,2026-07-30T06:23:30.543865Z,2026-07-30T06:28:41.143764Z,2026-07-29__19-36-33,"[1785353793.0,1785392610.543865,1785392921.143764,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/multi-source-data-merger__M8zXUtT/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/multi-source-data-merger__M8zXUtT
nginx-request-logging,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,nginx-request-logging__6mYTU3F,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/nginx-request-logging__6mYTU3F,2026-07-29T16:28:38.286677Z,2026-07-29T16:35:51.908003Z,2026-07-29__19-36-33,"[1785353793.0,1785342518.286677,1785342951.908003,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/nginx-request-logging__6mYTU3F/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/nginx-request-logging__6mYTU3F
openssl-selfsigned-cert,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,openssl-selfsigned-cert__TMjFBey,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/openssl-selfsigned-cert__TMjFBey,2026-07-29T16:23:49.045515Z,2026-07-29T16:28:18.837651Z,2026-07-29__19-36-33,"[1785353793.0,1785342229.045515,1785342498.837651,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/openssl-selfsigned-cert__TMjFBey/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/openssl-selfsigned-cert__TMjFBey
overfull-hbox,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,overfull-hbox__dd6SowD,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/overfull-hbox__dd6SowD,2026-07-30T06:37:04.583886Z,2026-07-30T06:49:39.613916Z,2026-07-29__19-36-33,"[1785353793.0,1785393424.583886,1785394179.613916,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/overfull-hbox__dd6SowD/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/overfull-hbox__dd6SowD
password-recovery,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,password-recovery__WQUZtD7,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/password-recovery__WQUZtD7,2026-07-30T08:43:51.170620Z,2026-07-30T08:58:48.930968Z,2026-07-29__19-36-33,"[1785353793.0,1785401031.17062,1785401928.930968,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/password-recovery__WQUZtD7/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/password-recovery__WQUZtD7
path-tracing,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,path-tracing__MeFg9Qn,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing__MeFg9Qn,2026-07-29T11:36:34.425060Z,2026-07-29T13:02:21.201229Z,2026-07-29__19-36-33,"[1785353793.0,1785324994.42506,1785330141.201229,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing__MeFg9Qn/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing__MeFg9Qn
path-tracing-reverse,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,path-tracing-reverse__4bBbg5Q,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing-reverse__4bBbg5Q,2026-07-29T22:18:12.591898Z,2026-07-29T22:49:06.071902Z,2026-07-29__19-36-33,"[1785353793.0,1785363492.591898,1785365346.071902,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing-reverse__4bBbg5Q/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing-reverse__4bBbg5Q
polyglot-c-py,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,polyglot-c-py__fFfhUi2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/polyglot-c-py__fFfhUi2,2026-07-29T15:48:38.959879Z,2026-07-29T15:53:13.138323Z,2026-07-29__19-36-33,"[1785353793.0,1785340118.959879,1785340393.138323,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/polyglot-c-py__fFfhUi2/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/polyglot-c-py__fFfhUi2
polyglot-rust-c,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,polyglot-rust-c__K8tmGSJ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/polyglot-rust-c__K8tmGSJ,2026-07-30T08:04:28.354606Z,2026-07-30T08:04:34.803513Z,2026-07-29__19-36-33,"[1785353793.0,1785398668.354606,1785398674.803513,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/polyglot-rust-c__K8tmGSJ/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh
polyglot-rust-c,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-02__23-38-33,polyglot-rust-c__MxGEeoh,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh,2026-08-02T15:38:34.130759Z,2026-08-02T16:05:37.546245Z,2026-08-02__23-38-33,"[1785713913.0,1785685114.130759,1785686737.546245,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh
portfolio-optimization,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,portfolio-optimization__wVkTn6y,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/portfolio-optimization__wVkTn6y,2026-07-30T06:28:41.159189Z,2026-07-30T06:37:04.564131Z,2026-07-29__19-36-33,"[1785353793.0,1785392921.159189,1785393424.564131,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/portfolio-optimization__wVkTn6y/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/portfolio-optimization__wVkTn6y
protein-assembly,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,protein-assembly__KBjU6Hg,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/protein-assembly__KBjU6Hg,2026-07-30T00:34:14.645246Z,2026-07-30T00:51:23.057781Z,2026-07-29__19-36-33,"[1785353793.0,1785371654.645246,1785372683.057781,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/protein-assembly__KBjU6Hg/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/protein-assembly__KBjU6Hg
prove-plus-comm,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,prove-plus-comm__z4NbeBY,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/prove-plus-comm__z4NbeBY,2026-07-30T15:44:29.265978Z,2026-07-30T15:46:05.226640Z,2026-07-29__19-36-33,"[1785353793.0,1785426269.265978,1785426365.22664,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/prove-plus-comm__z4NbeBY/result.json""]",0,no_pass,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-14-02/prove-plus-comm__SzTd7Gm
prove-plus-comm,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__15-14-02,prove-plus-comm__SzTd7Gm,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-14-02/prove-plus-comm__SzTd7Gm,2026-07-31T07:14:03.477354Z,2026-07-31T07:16:07.500113Z,2026-07-31__15-14-02,"[1785510842.0,1785482043.477354,1785482167.500113,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-14-02/prove-plus-comm__SzTd7Gm/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-14-02/prove-plus-comm__SzTd7Gm
pypi-server,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,pypi-server__C4YKuuM,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pypi-server__C4YKuuM,2026-07-29T16:21:13.730827Z,2026-07-29T16:23:49.024096Z,2026-07-29__19-36-33,"[1785353793.0,1785342073.730827,1785342229.024096,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pypi-server__C4YKuuM/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pypi-server__C4YKuuM
pytorch-model-cli,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,pytorch-model-cli__EAnRauZ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pytorch-model-cli__EAnRauZ,2026-07-29T22:02:25.459296Z,2026-07-29T22:18:12.585675Z,2026-07-29__19-36-33,"[1785353793.0,1785362545.459296,1785363492.585675,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pytorch-model-cli__EAnRauZ/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq
pytorch-model-cli,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__01-06-04,pytorch-model-cli__kGRhsUq,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq,2026-08-02T17:06:05.601582Z,2026-08-02T17:15:11.503764Z,2026-08-03__01-06-04,"[1785719164.0,1785690365.601582,1785690911.503764,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq
pytorch-model-recovery,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,pytorch-model-recovery__WKDAUTi,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pytorch-model-recovery__WKDAUTi,2026-07-30T03:25:09.308635Z,2026-07-30T03:25:41.891465Z,2026-07-29__19-36-33,"[1785353793.0,1785381909.308635,1785381941.891465,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pytorch-model-recovery__WKDAUTi/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-58-00/pytorch-model-recovery__azBUTrz
pytorch-model-recovery,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__15-58-00,pytorch-model-recovery__azBUTrz,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-58-00/pytorch-model-recovery__azBUTrz,2026-07-31T07:58:01.065191Z,2026-07-31T08:04:24.684806Z,2026-07-31__15-58-00,"[1785513480.0,1785484681.065191,1785485064.684806,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-58-00/pytorch-model-recovery__azBUTrz/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-58-00/pytorch-model-recovery__azBUTrz
qemu-alpine-ssh,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,qemu-alpine-ssh__PNbFUe4,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/qemu-alpine-ssh__PNbFUe4,2026-07-30T09:30:42.322707Z,2026-07-30T09:31:53.909711Z,2026-07-29__19-36-33,"[1785353793.0,1785403842.322707,1785403913.909711,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/qemu-alpine-ssh__PNbFUe4/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE
qemu-alpine-ssh,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__15-54-38,qemu-alpine-ssh__rtMNrJE,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE,2026-08-03T07:54:39.666806Z,2026-08-03T08:19:55.573890Z,2026-08-03__15-54-38,"[1785772478.0,1785743679.666806,1785745195.57389,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE
qemu-startup,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,qemu-startup__tP29T6o,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/qemu-startup__tP29T6o,2026-07-30T08:30:23.424405Z,2026-07-30T08:30:29.389560Z,2026-07-29__19-36-33,"[1785353793.0,1785400223.424405,1785400229.38956,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/qemu-startup__tP29T6o/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g
qemu-startup,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-03__15-19-11,qemu-startup__qvWN54g,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g,2026-08-03T07:19:11.792031Z,2026-08-03T07:54:32.242547Z,2026-08-03__15-19-11,"[1785770351.0,1785741551.792031,1785743672.242547,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g
query-optimize,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,query-optimize__mRMjtef,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/query-optimize__mRMjtef,2026-07-30T08:30:59.394288Z,2026-07-30T08:31:05.388509Z,2026-07-29__19-36-33,"[1785353793.0,1785400259.394288,1785400265.388509,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/query-optimize__mRMjtef/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__18-17-32/query-optimize__adjqfHX
query-optimize,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-08-02__18-17-32,query-optimize__adjqfHX,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__18-17-32/query-optimize__adjqfHX,2026-08-02T10:17:33.003668Z,2026-08-02T14:30:10.060887Z,2026-08-02__18-17-32,"[1785694652.0,1785665853.003668,1785681010.060887,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__18-17-32/query-optimize__adjqfHX/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__18-17-32/query-optimize__adjqfHX
raman-fitting,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,raman-fitting__p6RLcDx,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/raman-fitting__p6RLcDx,2026-07-30T09:31:53.925312Z,2026-07-30T09:56:36.450195Z,2026-07-29__19-36-33,"[1785353793.0,1785403913.925312,1785405396.450195,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/raman-fitting__p6RLcDx/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/raman-fitting__p6RLcDx
regex-chess,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,regex-chess__mjmpJiQ,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-chess__mjmpJiQ,2026-07-30T03:05:21.559939Z,2026-07-30T03:25:09.276722Z,2026-07-29__19-36-33,"[1785353793.0,1785380721.559939,1785381909.276722,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-chess__mjmpJiQ/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-chess__mjmpJiQ
regex-log,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,regex-log__5wbMrey,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-log__5wbMrey,2026-07-29T13:02:40.460324Z,2026-07-29T14:00:35.638939Z,2026-07-29__19-36-33,"[1785353793.0,1785330160.460324,1785333635.638939,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/regex-log__5wbMrey/result.json""]",0,no_pass,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-21-07/regex-log__jhTUvrD
regex-log,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__15-21-07,regex-log__jhTUvrD,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-21-07/regex-log__jhTUvrD,2026-07-31T07:21:07.861918Z,2026-07-31T07:50:51.418332Z,2026-07-31__15-21-07,"[1785511267.0,1785482467.861918,1785484251.418332,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-21-07/regex-log__jhTUvrD/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-21-07/regex-log__jhTUvrD
reshard-c4-data,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,reshard-c4-data__LivLs9j,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/reshard-c4-data__LivLs9j,2026-07-29T21:01:40.566705Z,2026-07-29T21:13:03.107251Z,2026-07-29__19-36-33,"[1785353793.0,1785358900.566705,1785359583.107251,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/reshard-c4-data__LivLs9j/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/reshard-c4-data__LivLs9j
rstan-to-pystan,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,rstan-to-pystan__XccEPFL,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/rstan-to-pystan__XccEPFL,2026-07-29T16:35:51.921124Z,2026-07-29T17:44:07.652739Z,2026-07-29__19-36-33,"[1785353793.0,1785342951.921124,1785347047.652739,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/rstan-to-pystan__XccEPFL/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/rstan-to-pystan__XccEPFL
sam-cell-seg,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,sam-cell-seg__PgXjTcR,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sam-cell-seg__PgXjTcR,2026-07-30T14:55:29.008402Z,2026-07-30T15:44:29.254523Z,2026-07-29__19-36-33,"[1785353793.0,1785423329.008402,1785426269.254523,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sam-cell-seg__PgXjTcR/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sam-cell-seg__PgXjTcR
sanitize-git-repo,1,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,sanitize-git-repo__QvDvd72,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sanitize-git-repo__QvDvd72,2026-07-30T08:30:17.445591Z,2026-07-30T08:30:23.419448Z,2026-07-29__19-36-33,"[1785353793.0,1785400217.445591,1785400223.419448,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/sanitize-git-repo__QvDvd72/result.json""]",,missing,False,superseded_by_later_attempt,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__16-31-42/sanitize-git-repo__SSazd8e
sanitize-git-repo,2,2,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs,2026-07-31__16-31-42,sanitize-git-repo__SSazd8e,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__16-31-42/sanitize-git-repo__SSazd8e,2026-07-31T08:31:42.909732Z,2026-07-31T08:47:31.528667Z,2026-07-31__16-31-42,"[1785515502.0,1785486702.909732,1785487651.528667,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__16-31-42/sanitize-git-repo__SSazd8e/result.json""]",1,pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__16-31-42/sanitize-git-repo__SSazd8e
schemelike-metacircular-eval,1,1,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs,2026-07-29__19-36-33,schemelike-metacircular-eval__YB25YaT,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/schemelike-metacircular-eval__YB25YaT,2026-07-30T06:05:06.573067Z,2026-07-30T06:13:37.002790Z,2026-07-29__19-36-33,"[1785353793.0,1785391506.573067,1785392017.00279,""/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/schemelike-metacircular-eval__YB25YaT/result.json""]",0,no_pass,True,selected_included,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/schemelike-metacircular-eval__YB25YaT
