position,task_id,system,verify_status,run_validity,terminal_status,failure_category,run_id,source,agent_seconds,claim_done_seen,e2e_seconds,evaluator_seconds,finished_at,internal_nonstream_requests,internal_nonstream_requests_completed,internal_nonstream_token_input,internal_nonstream_token_output,internal_nonstream_token_total,internal_nonstream_usage_reported_completed,model_request_limit,model_request_limit_exceeded,model_requests_completed,model_requests_failed,model_requests_started,non_stream_requests,normal_e2e_success,orchestration_seconds,retained_requests_completed_excluding_internal_nonstream,retained_requests_excluding_internal_nonstream,retained_usage_missing_completed_excluding_internal_nonstream,retained_usage_reported_completed_excluding_internal_nonstream,run_directory,started_at,started_only_tool_calls,stream_requests,supplements_run_id,timeout,timeout_scope,token_excluding_internal_nonstream_input,token_excluding_internal_nonstream_note,token_excluding_internal_nonstream_output,token_excluding_internal_nonstream_reliable,token_excluding_internal_nonstream_total,token_input,token_note,token_output,token_reliable,token_total,token_usage_missing_completed,token_usage_reported_completed,tool_calls,tool_failures
41,gdp-cr5-analysis,astra,pass,valid,completed,none,posthoc-20260811T142408Z-041-gdp-cr5-analysis-astra-a1,posthoc_formal_supplement,432.18581598298624,False,465.990482,13.124557711998932,2026-08-11T16:39:05.922232+00:00,13,13,17407,9485,26892,13,100,False,26,0,26,13,True,20.680108305014812,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/gdp-cr5-analysis/posthoc-20260811T142408Z-041-gdp-cr5-analysis-astra-a1,2026-08-11T16:31:19.931750+00:00,0,13,m3-20260807T155211Z-41-gdp-cr5-analysis-astra-a1,False,none,494214,all_retained_completed_responses_reported,27621,True,521835,511621,all_completed_responses_reported,37106,True,548727,0,26,13,0
41,gdp-cr5-analysis,hermes,pass,valid,completed,none,posthoc-20260811T142408Z-041-gdp-cr5-analysis-hermes-a1,posthoc_formal_supplement,560.3302894579247,False,715.343734,13.274658130016178,2026-08-11T16:51:41.006668+00:00,1,1,501,35,536,1,100,False,33,1,33,1,True,141.7387864120592,32,32,1,31,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/hermes/gdp-cr5-analysis/posthoc-20260811T142408Z-041-gdp-cr5-analysis-hermes-a1,2026-08-11T16:39:45.662934+00:00,0,32,m3-20260807T155211Z-41-gdp-cr5-analysis-hermes-a1,False,none,2513234,partial_or_missing_retained_provider_usage,28860,False,2542094,2513735,partial_or_missing_provider_usage,28895,False,2542630,1,32,34,0
42,git-milestone,astra,pass,valid,completed,none,m3-20260807T155211Z-42-git-milestone-astra-a1,m3_latest_valid_run,107.4126952420338,True,151.174687,10.44644181302283,2026-08-09T10:47:26.655341+00:00,8,8,10967,6782,17749,8,100,False,15,0,15,8,True,33.31554994494337,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/git-milestone/m3-20260807T155211Z-42-git-milestone-astra-a1,2026-08-09T10:44:55.480654+00:00,0,7,,False,none,150311,all_retained_completed_responses_reported,3799,True,154110,161278,all_completed_responses_reported,10581,True,171859,0,15,9,0
42,git-milestone,hermes,pass,valid,completed,none,m3-20260807T155211Z-42-git-milestone-hermes-a2,m3_latest_valid_run,45.88966128998436,False,79.275282,10.753733788034879,2026-08-09T10:44:28.911657+00:00,0,0,,,,0,100,False,6,0,6,0,True,22.631886921980765,6,6,0,6,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/git-milestone/m3-20260807T155211Z-42-git-milestone-hermes-a2,2026-08-09T10:43:09.636375+00:00,0,6,,False,none,144473,all_retained_completed_responses_reported,2312,True,146785,144473,all_completed_responses_reported,2312,True,146785,0,6,9,0
43,git-repo,astra,pass,valid,completed,none,m3-20260807T155211Z-43-git-repo-astra-a1,m3_latest_valid_run,252.14708491199417,False,279.567806,6.907250614953227,2026-08-09T10:52:30.632715+00:00,9,9,10674,14933,25607,9,100,False,18,0,18,9,True,20.51347047305262,9,9,0,9,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/git-repo/m3-20260807T155211Z-43-git-repo-astra-a1,2026-08-09T10:47:51.064909+00:00,0,9,,False,none,388250,all_retained_completed_responses_reported,5342,True,393592,398924,all_completed_responses_reported,20275,True,419199,0,18,14,0
43,git-repo,hermes,pass,valid,completed,none,m3-20260807T155211Z-43-git-repo-hermes-a1,m3_latest_valid_run,73.11095586401643,False,102.630417,6.539785294036847,2026-08-09T10:54:37.577526+00:00,0,0,,,,0,100,False,9,0,9,0,True,22.979675841946715,9,9,0,9,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/git-repo/m3-20260807T155211Z-43-git-repo-hermes-a1,2026-08-09T10:52:54.947109+00:00,0,9,,False,none,377404,all_retained_completed_responses_reported,2930,True,380334,377404,all_completed_responses_reported,2930,True,380334,0,9,13,0
44,hk-top-conf,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-44-hk-top-conf-astra-a1,m3_artifact_gate_v2_projection,4466.457411851035,False,4501.779458,7.339912794996053,2026-08-09T12:38:54.458473+00:00,62,62,202514,150480,352994,62,100,True,100,0,100,62,False,27.982133353968493,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/hk-top-conf/m3-20260807T155211Z-44-hk-top-conf-astra-a1,2026-08-09T11:23:52.679015+00:00,1,38,,False,none,4027285,all_retained_completed_responses_reported,263837,True,4291122,4229799,all_completed_responses_reported,414317,True,4644116,0,100,64,0
44,hk-top-conf,hermes,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-44-hk-top-conf-hermes-a1,m3_latest_valid_run,1668.5094576289994,False,1704.651954,8.479405755992047,2026-08-09T11:23:25.176164+00:00,35,35,20263,4673,24936,35,100,True,100,0,100,35,False,27.663090615008514,65,65,0,65,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/hk-top-conf/m3-20260807T155211Z-44-hk-top-conf-hermes-a1,2026-08-09T10:55:00.524210+00:00,0,65,,False,none,5704024,all_retained_completed_responses_reported,70868,True,5774892,5724287,all_completed_responses_reported,75541,True,5799828,0,100,80,0
45,huggingface-upload,astra,pass,valid,completed,none,m3-20260807T155211Z-45-huggingface-upload-astra-a1,m3_latest_valid_run,493.86028194701066,False,535.555192,8.559644807013683,2026-08-09T13:23:58.356425+00:00,20,20,24708,23444,48152,20,100,False,39,0,39,20,True,33.13526524597569,19,19,0,19,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/huggingface-upload/m3-20260807T155211Z-45-huggingface-upload-astra-a1,2026-08-09T13:15:02.801233+00:00,0,19,,False,none,664758,all_retained_completed_responses_reported,25932,True,690690,689466,all_completed_responses_reported,49376,True,738842,0,39,31,0
45,huggingface-upload,hermes,pass,valid,completed,none,m3-20260807T155211Z-45-huggingface-upload-hermes-a1,m3_artifact_gate_v2_projection,577.726925896015,False,727.324512,7.005687092023436,2026-08-09T13:36:35.118234+00:00,0,0,,,,0,100,False,50,1,50,0,True,142.59189901196157,50,50,1,49,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/huggingface-upload/m3-20260807T155211Z-45-huggingface-upload-hermes-a1,2026-08-09T13:24:27.793722+00:00,0,50,,False,none,2835364,partial_or_missing_retained_provider_usage,44850,False,2880214,2835364,partial_or_missing_provider_usage,44850,False,2880214,1,49,54,0
46,identify-all-songs,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-46-identify-all-songs-astra-a1,m3_latest_valid_run,1076.3667773070047,False,1114.676379,7.647182182001416,2026-08-09T13:59:57.877578+00:00,32,32,65314,60470,125784,32,100,False,58,0,58,32,False,30.662419510993914,26,26,0,26,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/identify-all-songs/m3-20260807T155211Z-46-identify-all-songs-astra-a1,2026-08-09T13:41:23.201199+00:00,0,26,,False,none,1211029,all_retained_completed_responses_reported,42756,True,1253785,1276343,all_completed_responses_reported,103226,True,1379569,0,58,35,0
46,identify-all-songs,hermes,pass,valid,completed,none,m3-20260807T155211Z-46-identify-all-songs-hermes-a1,m3_latest_valid_run,145.44494127499638,False,237.727746,8.070703200006392,2026-08-09T13:40:57.829240+00:00,1,1,422,120,542,1,100,False,19,1,19,1,True,84.21210152499722,18,18,1,17,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/identify-all-songs/m3-20260807T155211Z-46-identify-all-songs-hermes-a1,2026-08-09T13:37:00.101494+00:00,0,18,,False,none,593409,partial_or_missing_retained_provider_usage,12466,False,605875,593831,partial_or_missing_provider_usage,12586,False,606417,1,18,17,0
47,imagenet,astra,pass,valid,completed,none,m3-20260807T155211Z-47-imagenet-astra-a1,m3_latest_valid_run,175.6370162180392,True,203.464685,7.013161210052203,2026-08-09T14:03:51.466912+00:00,11,11,14201,8610,22811,11,100,False,22,0,22,11,True,20.814507571908592,11,11,0,11,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/imagenet/m3-20260807T155211Z-47-imagenet-astra-a1,2026-08-09T14:00:28.002227+00:00,0,11,,False,none,354635,all_retained_completed_responses_reported,5337,True,359972,368836,all_completed_responses_reported,13947,True,382783,0,22,16,0
47,imagenet,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-47-imagenet-hermes-a1,m3_latest_valid_run,90.38231384201208,False,120.117128,6.678260381973814,2026-08-09T14:06:17.364292+00:00,0,0,,,,0,100,False,9,0,9,0,False,23.0565537760141,9,9,0,9,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/imagenet/m3-20260807T155211Z-47-imagenet-hermes-a1,2026-08-09T14:04:17.247164+00:00,0,9,,False,none,394074,all_retained_completed_responses_reported,4804,True,398878,394074,all_completed_responses_reported,4804,True,398878,0,9,14,0
48,inter-final-performance-analysis,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-48-inter-final-performance-analysis-astra-a1,m3_latest_valid_run,2373.53532129596,False,2414.249682,18.288802605005912,2026-08-09T15:07:07.998451+00:00,62,62,236878,159602,396480,62,100,True,100,0,100,62,False,22.425558099034333,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/inter-final-performance-analysis/m3-20260807T155211Z-48-inter-final-performance-analysis-astra-a1,2026-08-09T14:26:53.748769+00:00,0,38,,False,none,3231715,all_retained_completed_responses_reported,54149,True,3285864,3468593,all_completed_responses_reported,213751,True,3682344,0,100,51,0
48,inter-final-performance-analysis,hermes,pass,valid,completed,none,m3-20260807T155211Z-48-inter-final-performance-analysis-hermes-a1,m3_artifact_gate_v2_projection,1001.4207367339986,False,1160.038543,17.51665527402656,2026-08-09T14:26:15.120494+00:00,0,0,,,,0,100,False,61,1,61,0,True,141.1011509919747,61,61,1,60,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/inter-final-performance-analysis/m3-20260807T155211Z-48-inter-final-performance-analysis-hermes-a1,2026-08-09T14:06:55.081951+00:00,0,61,,False,none,7980688,partial_or_missing_retained_provider_usage,43450,False,8024138,7980688,partial_or_missing_provider_usage,43450,False,8024138,1,60,73,0
49,interview-report,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-49-interview-report-astra-a1,m3_artifact_gate_v2_projection,2959.1604270729586,False,2995.527449,9.002160561969504,2026-08-09T15:57:35.960445+00:00,61,61,167663,111020,278683,61,100,True,100,0,100,61,False,27.3648613650721,39,39,0,39,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/interview-report/m3-20260807T155211Z-49-interview-report-astra-a1,2026-08-09T15:07:40.432996+00:00,1,39,,False,none,3140164,all_retained_completed_responses_reported,227883,True,3368047,3307827,all_completed_responses_reported,338903,True,3646730,0,100,274,0
49,interview-report,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-49-interview-report-hermes-a1,m3_artifact_gate_v2_projection,1638.4206421700073,False,1788.273147,7.560867158987094,2026-08-09T16:28:13.968815+00:00,4,4,2438,639,3077,4,100,False,59,0,60,4,False,142.29163767100567,55,56,0,55,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/interview-report/m3-20260807T155211Z-49-interview-report-hermes-a1,2026-08-09T15:58:25.695668+00:00,0,56,,False,none,5610095,all_retained_completed_responses_reported,78896,True,5688991,5612533,all_completed_responses_reported,79535,True,5692068,0,59,583,0
50,inventory-sync,astra,pass,valid,completed,none,m3-20260807T155211Z-50-inventory-sync-astra-a1,m3_latest_valid_run,1124.1414365160163,False,1164.722132,17.468684645951726,2026-08-09T19:57:41.918534+00:00,29,29,127828,70820,198648,29,100,False,50,0,50,29,True,23.11201083803212,21,21,0,21,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/inventory-sync/m3-20260807T155211Z-50-inventory-sync-astra-a1,2026-08-09T19:38:17.196402+00:00,0,21,,False,none,1542524,all_retained_completed_responses_reported,40451,True,1582975,1670352,all_completed_responses_reported,111271,True,1781623,0,50,87,0
50,inventory-sync,hermes,pass,valid,completed,none,m3-20260807T155211Z-50-inventory-sync-hermes-a1,m3_artifact_gate_v2_projection,589.682455414033,False,749.697338,18.594772771000862,2026-08-09T19:18:57.428798+00:00,5,5,2575,2330,4905,5,100,False,42,1,42,5,True,141.42010981496605,37,37,1,36,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/inventory-sync/m3-20260807T155211Z-50-inventory-sync-hermes-a1,2026-08-09T19:06:27.731460+00:00,0,37,,False,none,3311904,partial_or_missing_retained_provider_usage,25726,False,3337630,3314479,partial_or_missing_provider_usage,28056,False,3342535,1,41,88,0
51,investment-decision-analysis,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-51-investment-decision-analysis-astra-a1,m3_latest_valid_run,3806.8737977789715,False,3861.436366,27.87977995700203,2026-08-09T21:02:36.992290+00:00,62,62,159074,195204,354278,59,100,True,100,4,100,62,False,26.682788264026385,38,38,1,37,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/investment-decision-analysis/m3-20260807T155211Z-51-investment-decision-analysis-astra-a1,2026-08-09T19:58:15.555924+00:00,0,38,,False,none,3373405,partial_or_missing_retained_provider_usage,195592,False,3568997,3532479,partial_or_missing_provider_usage,390796,False,3923275,4,96,74,8
51,investment-decision-analysis,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-51-investment-decision-analysis-hermes-a1,m3_latest_valid_run,390.3291576729971,False,517.063037,27.69607064698357,2026-08-09T21:12:04.536098+00:00,0,0,,,,0,100,False,17,0,17,0,False,99.03780868001934,17,17,0,17,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/investment-decision-analysis/m3-20260807T155211Z-51-investment-decision-analysis-hermes-a1,2026-08-09T21:03:27.473061+00:00,0,17,,False,none,1215494,all_retained_completed_responses_reported,39693,True,1255187,1215494,all_completed_responses_reported,39693,True,1255187,0,17,38,0
52,invoice-org,astra,pass,valid,completed,none,m3-20260807T155211Z-52-invoice-org-astra-a1,m3_latest_valid_run,232.41878214402823,True,270.655521,6.772783779015299,2026-08-09T21:19:34.234975+00:00,10,10,12326,6699,19025,10,100,False,19,0,19,10,True,31.463955076956495,9,9,0,9,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/invoice-org/m3-20260807T155211Z-52-invoice-org-astra-a1,2026-08-09T21:15:03.579454+00:00,0,9,,False,none,334287,all_retained_completed_responses_reported,17398,True,351685,346613,all_completed_responses_reported,24097,True,370710,0,19,23,0
52,invoice-org,hermes,pass,valid,completed,none,m3-20260807T155211Z-52-invoice-org-hermes-a1,m3_latest_valid_run,98.66390461398987,False,128.450178,6.758848678029608,2026-08-09T21:14:39.312720+00:00,0,0,,,,0,100,False,7,0,7,0,True,23.027424707980515,7,7,0,7,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/invoice-org/m3-20260807T155211Z-52-invoice-org-hermes-a1,2026-08-09T21:12:30.862542+00:00,0,7,,False,none,220239,all_retained_completed_responses_reported,7250,True,227489,220239,all_completed_responses_reported,7250,True,227489,0,7,25,0
53,ipad-edu-price,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-53-ipad-edu-price-astra-a1,m3_latest_valid_run,2375.5137360549998,False,2406.26107,8.055680068035144,2026-08-09T22:00:05.544104+00:00,61,61,231481,192870,424351,61,100,True,100,0,100,61,False,22.69165387696512,39,39,0,39,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/ipad-edu-price/m3-20260807T155211Z-53-ipad-edu-price-astra-a1,2026-08-09T21:19:59.283034+00:00,0,39,,False,none,2539254,all_retained_completed_responses_reported,49109,True,2588363,2770735,all_completed_responses_reported,241979,True,3012714,0,100,48,0
53,ipad-edu-price,hermes,pass,valid,completed,none,m3-20260807T155211Z-53-ipad-edu-price-hermes-a1,m3_latest_valid_run,656.8948665370117,True,837.725724,94.41566110897111,2026-08-09T22:14:33.075146+00:00,13,13,7042,1936,8978,13,100,False,82,0,82,13,True,86.41519635401721,69,69,0,69,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/ipad-edu-price/m3-20260807T155211Z-53-ipad-edu-price-hermes-a1,2026-08-09T22:00:35.349422+00:00,0,69,,False,none,3424903,all_retained_completed_responses_reported,35734,True,3460637,3431945,all_completed_responses_reported,37670,True,3469615,0,82,86,0
54,k8s-deployment-cleanup,astra,pass,valid,completed,none,m3-20260807T155211Z-54-k8s-deployment-cleanup-astra-a1,m3_latest_valid_run,436.9160601290059,True,524.120936,44.686956176010426,2026-08-09T22:31:12.617774+00:00,17,17,21369,28238,49607,17,100,False,33,0,33,17,True,42.517919694983675,16,16,0,16,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/k8s-deployment-cleanup/m3-20260807T155211Z-54-k8s-deployment-cleanup-astra-a1,2026-08-09T22:22:28.496838+00:00,0,16,,False,none,587502,all_retained_completed_responses_reported,12630,True,600132,608871,all_completed_responses_reported,40868,True,649739,0,33,34,0
54,k8s-deployment-cleanup,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-54-k8s-deployment-cleanup-hermes-a1,m3_latest_valid_run,118.48525053099729,False,271.48641,55.56666795199271,2026-08-09T22:20:55.967600+00:00,2,2,1296,109,1405,2,100,False,16,0,16,2,False,97.43449151700997,14,14,0,14,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/k8s-deployment-cleanup/m3-20260807T155211Z-54-k8s-deployment-cleanup-hermes-a1,2026-08-09T22:16:24.481190+00:00,0,14,,False,none,630341,all_retained_completed_responses_reported,12655,True,642996,631637,all_completed_responses_reported,12764,True,644401,0,16,27,0
55,k8s-mysql,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-55-k8s-mysql-astra-a1,m3_latest_valid_run,970.5758482970414,False,1012.17277,9.359065539960284,2026-08-09T22:52:12.660897+00:00,34,34,69002,65369,134371,34,100,False,62,1,62,34,False,32.237856162998355,28,28,1,27,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/k8s-mysql/m3-20260807T155211Z-55-k8s-mysql-astra-a1,2026-08-09T22:35:20.488127+00:00,0,28,,False,none,1056156,partial_or_missing_retained_provider_usage,32154,False,1088310,1125158,partial_or_missing_provider_usage,97523,False,1222681,1,61,34,1
55,k8s-mysql,hermes,pass,valid,completed,none,m3-20260807T155211Z-55-k8s-mysql-hermes-a1,m3_artifact_gate_v2_projection,845.439719069982,False,1005.382684,15.815057130996138,2026-08-09T23:12:08.623938+00:00,25,25,16852,2765,19617,24,100,False,82,2,82,25,True,144.12790779902195,57,57,1,56,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/k8s-mysql/m3-20260807T155211Z-55-k8s-mysql-hermes-a1,2026-08-09T22:55:23.241254+00:00,0,57,,False,none,2979717,partial_or_missing_retained_provider_usage,47983,False,3027700,2996569,partial_or_missing_provider_usage,50748,False,3047317,2,80,61,0
56,k8s-pr-preview-testing,astra,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-56-k8s-pr-preview-testing-astra-a1,m3_latest_valid_run,2063.288534648018,False,2100.688257,12.704673611966427,2026-08-10T00:05:39.636405+00:00,60,60,190040,144567,334607,60,100,True,100,0,100,60,False,24.69504874001541,40,40,0,40,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/k8s-pr-preview-testing/m3-20260807T155211Z-56-k8s-pr-preview-testing-astra-a1,2026-08-09T23:30:38.948148+00:00,0,40,,False,none,2784157,all_retained_completed_responses_reported,69145,True,2853302,2974197,all_completed_responses_reported,213712,True,3187909,0,100,57,1
56,k8s-pr-preview-testing,hermes,pass,valid,completed,none,m3-20260807T155211Z-56-k8s-pr-preview-testing-hermes-a1,m3_latest_valid_run,802.1377295589773,True,922.819944,11.831744464987423,2026-08-09T23:29:05.273278+00:00,0,0,,,,0,100,False,65,0,65,0,True,108.85046997603524,65,65,0,65,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/k8s-pr-preview-testing/m3-20260807T155211Z-56-k8s-pr-preview-testing-hermes-a1,2026-08-09T23:13:42.453334+00:00,0,65,,False,none,3867645,all_retained_completed_responses_reported,31642,True,3899287,3867645,all_completed_responses_reported,31642,True,3899287,0,65,77,0
57,k8s-redis-helm-upgrade,astra,pass,valid,completed,none,m3-20260807T155211Z-57-k8s-redis-helm-upgrade-astra-a1,m3_latest_valid_run,2126.21132530499,False,2182.33957,8.479564398003276,2026-08-10T00:46:42.093458+00:00,43,43,107337,116406,223743,42,100,False,74,1,74,43,True,47.64868029700665,31,31,0,31,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/k8s-redis-helm-upgrade/m3-20260807T155211Z-57-k8s-redis-helm-upgrade-astra-a1,2026-08-10T00:10:19.753888+00:00,0,31,,False,none,1988557,all_retained_completed_responses_reported,77651,True,2066208,2095894,partial_or_missing_provider_usage,194057,False,2289951,1,73,48,0
57,k8s-redis-helm-upgrade,hermes,pass,valid,completed,none,m3-20260807T155211Z-57-k8s-redis-helm-upgrade-hermes-a1,m3_latest_valid_run,1543.2106861680513,False,1681.155574,8.964280012995005,2026-08-10T01:18:48.665669+00:00,0,0,,,,0,100,False,86,0,86,0,True,128.98060781895356,86,86,0,86,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/k8s-redis-helm-upgrade/m3-20260807T155211Z-57-k8s-redis-helm-upgrade-hermes-a1,2026-08-10T00:50:47.510095+00:00,0,86,,False,none,6809821,all_retained_completed_responses_reported,64921,True,6874742,6809821,all_completed_responses_reported,64921,True,6874742,0,86,106,0
58,landing-task-reminder,astra,pass,valid,completed,none,m3-20260807T155211Z-58-landing-task-reminder-astra-a1,m3_latest_valid_run,866.5382899679826,False,989.605839,73.98320545902243,2026-08-10T01:46:17.697343+00:00,31,31,73571,62599,136170,31,100,False,55,0,55,31,True,49.08434357299495,24,24,0,24,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/landing-task-reminder/m3-20260807T155211Z-58-landing-task-reminder-astra-a1,2026-08-10T01:29:48.091504+00:00,0,24,,False,none,1165180,all_retained_completed_responses_reported,25800,True,1190980,1238751,all_completed_responses_reported,88399,True,1327150,0,55,39,0
58,landing-task-reminder,hermes,pass,valid,completed,none,m3-20260807T155211Z-58-landing-task-reminder-hermes-a1,m3_latest_valid_run,216.3274243469932,False,394.51599,70.3376404499868,2026-08-10T01:27:48.231935+00:00,0,0,,,,0,100,False,20,0,20,0,True,107.85092520301998,20,20,0,20,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/landing-task-reminder/m3-20260807T155211Z-58-landing-task-reminder-hermes-a1,2026-08-10T01:21:13.715945+00:00,0,20,,False,none,1326820,all_retained_completed_responses_reported,19054,True,1345874,1326820,all_completed_responses_reported,19054,True,1345874,0,20,43,0
59,language-school,astra,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-59-language-school-astra-a1,m3_artifact_gate_v2_projection,3137.048666199029,False,3186.268046,20.468255257001147,2026-08-10T02:40:22.348660+00:00,58,58,172622,132144,304766,58,100,False,96,0,96,58,False,28.751124543970036,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/language-school/m3-20260807T155211Z-59-language-school-astra-a1,2026-08-10T01:47:16.080614+00:00,0,38,,False,none,2967617,all_retained_completed_responses_reported,174119,True,3141736,3140239,all_completed_responses_reported,306263,True,3446502,0,96,86,1
59,language-school,hermes,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-59-language-school-hermes-a1,m3_latest_valid_run,478.7437594999792,True,614.846121,12.427498193050269,2026-08-10T03:40:36.082947+00:00,0,0,,,,0,100,False,27,0,27,0,False,123.67486330697056,27,27,0,27,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/language-school/m3-20260807T155211Z-59-language-school-hermes-a1,2026-08-10T03:30:21.236826+00:00,0,27,,False,none,3227974,all_retained_completed_responses_reported,28498,True,3256472,3227974,all_completed_responses_reported,28498,True,3256472,0,27,39,0
60,latex-prompt-box,astra,pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-60-latex-prompt-box-astra-a1,m3_latest_valid_run,2104.720905500988,False,2136.17903,7.300986933987588,2026-08-10T06:09:55.397393+00:00,60,60,201805,177699,379504,60,100,True,100,0,100,60,True,24.157137565024186,40,40,0,40,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/latex-prompt-box/m3-20260807T155211Z-60-latex-prompt-box-astra-a1,2026-08-10T05:34:19.218363+00:00,0,40,,False,none,2393848,all_retained_completed_responses_reported,57599,True,2451447,2595653,all_completed_responses_reported,235298,True,2830951,0,100,65,0
60,latex-prompt-box,hermes,pass,valid,completed,none,m3-20260807T155211Z-60-latex-prompt-box-hermes-a1,m3_artifact_gate_v2_projection,1808.326139953977,True,1962.901833,6.44612238497939,2026-08-10T04:13:54.581684+00:00,7,7,3356,1682,5038,7,100,False,72,0,72,7,True,148.12957066104354,65,65,1,64,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/latex-prompt-box/m3-20260807T155211Z-60-latex-prompt-box-hermes-a1,2026-08-10T03:41:11.679851+00:00,0,65,,False,none,7201531,partial_or_missing_retained_provider_usage,75490,False,7277021,7204887,partial_or_missing_provider_usage,77172,False,7282059,1,71,69,0
