position,task_id,system,state,verify_status,run_validity,terminal_status,failure_category,run_id,source,agent_seconds,cache_read_tokens,claim_done_seen,e2e_seconds,evaluator_seconds,finished_at,internal_nonstream_requests,internal_nonstream_requests_completed,internal_nonstream_token_input,internal_nonstream_token_output,internal_nonstream_token_total,internal_nonstream_usage_reported_completed,model_request_limit,model_request_limit_exceeded,model_requests_completed,model_requests_failed,model_requests_started,non_stream_requests,normal_e2e_success,orchestration_seconds,retained_requests_completed_excluding_internal_nonstream,retained_requests_excluding_internal_nonstream,retained_usage_missing_completed_excluding_internal_nonstream,retained_usage_reported_completed_excluding_internal_nonstream,run_directory,started_at,started_only_tool_calls,stream_requests,supplements_run_id,timeout,timeout_scope,token_excluding_internal_nonstream_input,token_excluding_internal_nonstream_note,token_excluding_internal_nonstream_output,token_excluding_internal_nonstream_reliable,token_excluding_internal_nonstream_total,token_input,token_note,token_output,token_reliable,token_total,token_usage_missing_completed,token_usage_reported_completed,tool_calls,tool_failures
57,k8s-redis-helm-upgrade,hermes,,pass,valid,completed,none,m3-20260807T155211Z-57-k8s-redis-helm-upgrade-hermes-a1,m3_latest_valid_run,1543.2106861680513,,False,1681.155574,8.964280012995005,2026-08-10T01:18:48.665669+00:00,0,0,,,,0,100,False,86,0,86,0,True,128.98060781895356,86,86,0,86,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/k8s-redis-helm-upgrade/m3-20260807T155211Z-57-k8s-redis-helm-upgrade-hermes-a1,2026-08-10T00:50:47.510095+00:00,0,86,,False,none,6809821,all_retained_completed_responses_reported,64921,True,6874742,6809821,all_completed_responses_reported,64921,True,6874742,0,86,106,0
57,k8s-redis-helm-upgrade,pi,complete,pass,valid,completed,none,20260812T105634Z-057-k8s-redis-helm-upgrade-pi-a1,pi_base_108_v1,1016.0597097550053,3918080,False,1060.350962,10.680041513987817,2026-08-13T00:04:54.392629+00:00,0,0,,,,0,100,False,78,0,78,0,True,33.61121073100685,78,78,0,78,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/k8s-redis-helm-upgrade/20260812T105634Z-057-k8s-redis-helm-upgrade-pi-a1,2026-08-12T23:47:14.041667+00:00,0,78,,False,none,3992649,all_retained_completed_responses_reported,36633,True,4029282,3992649,all_completed_responses_reported,36633,True,4029282,0,78,109,5
58,landing-task-reminder,astra,,pass,valid,completed,none,m3-20260807T155211Z-58-landing-task-reminder-astra-a1,m3_latest_valid_run,866.5382899679826,,False,989.605839,73.98320545902243,2026-08-10T01:46:17.697343+00:00,31,31,73571,62599,136170,31,100,False,55,0,55,31,True,49.08434357299495,24,24,0,24,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/landing-task-reminder/m3-20260807T155211Z-58-landing-task-reminder-astra-a1,2026-08-10T01:29:48.091504+00:00,0,24,,False,none,1165180,all_retained_completed_responses_reported,25800,True,1190980,1238751,all_completed_responses_reported,88399,True,1327150,0,55,39,0
58,landing-task-reminder,hermes,,pass,valid,completed,none,m3-20260807T155211Z-58-landing-task-reminder-hermes-a1,m3_latest_valid_run,216.3274243469932,,False,394.51599,70.3376404499868,2026-08-10T01:27:48.231935+00:00,0,0,,,,0,100,False,20,0,20,0,True,107.85092520301998,20,20,0,20,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/landing-task-reminder/m3-20260807T155211Z-58-landing-task-reminder-hermes-a1,2026-08-10T01:21:13.715945+00:00,0,20,,False,none,1326820,all_retained_completed_responses_reported,19054,True,1345874,1326820,all_completed_responses_reported,19054,True,1345874,0,20,43,0
58,landing-task-reminder,pi,complete,pass,valid,completed,none,20260812T105634Z-058-landing-task-reminder-pi-a1,pi_base_108_v1,157.5012098000152,345600,False,259.498291,72.93264792405535,2026-08-13T00:11:35.735807+00:00,0,0,,,,0,100,False,13,0,13,0,True,29.064433275929446,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/landing-task-reminder/20260812T105634Z-058-landing-task-reminder-pi-a1,2026-08-13T00:07:16.237516+00:00,0,13,,False,none,383493,all_retained_completed_responses_reported,13298,True,396791,383493,all_completed_responses_reported,13298,True,396791,0,13,42,0
59,language-school,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-59-language-school-astra-a1,m3_artifact_gate_v2_projection,3137.048666199029,,False,3186.268046,20.468255257001147,2026-08-10T02:40:22.348660+00:00,58,58,172622,132144,304766,58,100,False,96,0,96,58,False,28.751124543970036,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/language-school/m3-20260807T155211Z-59-language-school-astra-a1,2026-08-10T01:47:16.080614+00:00,0,38,,False,none,2967617,all_retained_completed_responses_reported,174119,True,3141736,3140239,all_completed_responses_reported,306263,True,3446502,0,96,86,1
59,language-school,hermes,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-59-language-school-hermes-a1,m3_latest_valid_run,478.7437594999792,,True,614.846121,12.427498193050269,2026-08-10T03:40:36.082947+00:00,0,0,,,,0,100,False,27,0,27,0,False,123.67486330697056,27,27,0,27,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/language-school/m3-20260807T155211Z-59-language-school-hermes-a1,2026-08-10T03:30:21.236826+00:00,0,27,,False,none,3227974,all_retained_completed_responses_reported,28498,True,3256472,3227974,all_completed_responses_reported,28498,True,3256472,0,27,39,0
59,language-school,pi,complete,no_pass,valid,completed,completed_but_no_pass,20260812T105634Z-059-language-school-pi-a1,pi_base_108_v1,1217.2280352760572,8578176,False,1262.0969,13.862318237894215,2026-08-13T00:33:15.678283+00:00,0,0,,,,0,100,False,43,0,43,0,False,31.00654648604859,43,43,0,43,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/language-school/20260812T105634Z-059-language-school-pi-a1,2026-08-13T00:12:13.581383+00:00,0,43,,False,none,9002019,all_retained_completed_responses_reported,29069,True,9031088,9002019,all_completed_responses_reported,29069,True,9031088,0,43,60,14
60,latex-prompt-box,astra,,pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-60-latex-prompt-box-astra-a1,m3_latest_valid_run,2104.720905500988,,False,2136.17903,7.300986933987588,2026-08-10T06:09:55.397393+00:00,60,60,201805,177699,379504,60,100,True,100,0,100,60,True,24.157137565024186,40,40,0,40,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/latex-prompt-box/m3-20260807T155211Z-60-latex-prompt-box-astra-a1,2026-08-10T05:34:19.218363+00:00,0,40,,False,none,2393848,all_retained_completed_responses_reported,57599,True,2451447,2595653,all_completed_responses_reported,235298,True,2830951,0,100,65,0
60,latex-prompt-box,hermes,,pass,valid,completed,none,m3-20260807T155211Z-60-latex-prompt-box-hermes-a1,m3_artifact_gate_v2_projection,1808.326139953977,,True,1962.901833,6.44612238497939,2026-08-10T04:13:54.581684+00:00,7,7,3356,1682,5038,7,100,False,72,0,72,7,True,148.12957066104354,65,65,1,64,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/latex-prompt-box/m3-20260807T155211Z-60-latex-prompt-box-hermes-a1,2026-08-10T03:41:11.679851+00:00,0,65,,False,none,7201531,partial_or_missing_retained_provider_usage,75490,False,7277021,7204887,partial_or_missing_provider_usage,77172,False,7282059,1,71,69,0
60,latex-prompt-box,pi,complete,pass,valid,completed,none,20260813T132510Z-060-latex-prompt-box-pi-a1,pi_isolated_rerun_v1,424.8295622670048,2155776,False,450.092078,4.517279175001022,2026-08-13T17:35:32.992482+00:00,0,0,,,,0,100,False,23,0,23,0,True,20.74523655799419,23,23,0,23,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-isolated-rerun-v1/runs/pi/latex-prompt-box/20260813T132510Z-060-latex-prompt-box-pi-a1,2026-08-13T17:28:02.900404+00:00,0,23,,False,none,2331392,all_retained_completed_responses_reported,19858,True,2351250,2331392,all_completed_responses_reported,19858,True,2351250,0,23,35,1
61,live-transactions,astra,,pass,valid,completed,none,m3-20260807T155211Z-61-live-transactions-astra-a1,m3_latest_valid_run,349.79861237399746,,True,399.466718,25.87340653099818,2026-08-10T06:23:05.658915+00:00,15,15,20505,16322,36827,15,100,False,30,0,30,15,True,23.794699095004376,15,15,0,15,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/live-transactions/m3-20260807T155211Z-61-live-transactions-astra-a1,2026-08-10T06:16:26.192197+00:00,0,15,,False,none,421091,all_retained_completed_responses_reported,13796,True,434887,441596,all_completed_responses_reported,30118,True,471714,0,30,28,0
61,live-transactions,hermes,,pass,valid,completed,none,m3-20260807T155211Z-61-live-transactions-hermes-a1,m3_latest_valid_run,417.85137897502864,,True,563.096224,25.525632706994656,2026-08-10T06:38:23.637180+00:00,1,1,496,68,564,1,100,False,29,0,29,1,True,119.71921231797671,28,28,0,28,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/live-transactions/m3-20260807T155211Z-61-live-transactions-hermes-a1,2026-08-10T06:29:00.540956+00:00,0,28,,False,none,1736374,all_retained_completed_responses_reported,33832,True,1770206,1736870,all_completed_responses_reported,33900,True,1770770,0,29,56,0
61,live-transactions,pi,complete,pass,valid,completed,none,20260813T132510Z-061-live-transactions-pi-a1,pi_isolated_rerun_v1,226.88101581400406,473856,False,264.979997,16.33937810500356,2026-08-13T17:44:16.835327+00:00,0,0,,,,0,100,False,24,0,24,0,True,21.759603080992406,24,24,0,24,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-isolated-rerun-v1/runs/pi/live-transactions/20260813T132510Z-061-live-transactions-pi-a1,2026-08-13T17:39:51.855330+00:00,0,24,,False,none,496530,all_retained_completed_responses_reported,12175,True,508705,496530,all_completed_responses_reported,12175,True,508705,0,24,45,0
62,llm-training-dataset,astra,,pass,valid,completed,none,m3-20260807T155211Z-62-llm-training-dataset-astra-a1,m3_latest_valid_run,387.6829133410356,,False,446.906343,19.751003930985462,2026-08-10T09:01:43.091921+00:00,9,9,11663,9745,21408,9,100,False,17,0,17,9,True,39.47242572797893,8,8,0,8,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/llm-training-dataset/m3-20260807T155211Z-62-llm-training-dataset-astra-a1,2026-08-10T08:54:16.185578+00:00,0,8,,False,none,379185,all_retained_completed_responses_reported,34777,True,413962,390848,all_completed_responses_reported,44522,True,435370,0,17,12,2
62,llm-training-dataset,hermes,,pass,valid,completed,none,m3-20260807T155211Z-62-llm-training-dataset-hermes-a1,m3_artifact_gate_v2_projection,618.6347667599912,,False,782.910127,16.392088043969125,2026-08-10T06:52:17.602754+00:00,5,5,3847,369,4216,5,100,False,41,0,41,5,True,147.88327219603968,36,36,0,36,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/llm-training-dataset/m3-20260807T155211Z-62-llm-training-dataset-hermes-a1,2026-08-10T06:39:14.692627+00:00,0,36,,False,none,2654080,all_retained_completed_responses_reported,46679,True,2700759,2657927,all_completed_responses_reported,47048,True,2704975,0,41,50,0
62,llm-training-dataset,pi,complete,pass,valid,completed,none,20260812T105634Z-062-llm-training-dataset-pi-a1,pi_base_108_v1,367.677187504014,803968,False,853.962343,24.827944372897036,2026-08-13T01:28:10.649569+00:00,0,0,,,,0,100,False,14,0,14,0,True,461.457211123089,14,14,0,14,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/llm-training-dataset/20260812T105634Z-062-llm-training-dataset-pi-a1,2026-08-13T01:13:56.687226+00:00,0,14,,False,none,973820,all_retained_completed_responses_reported,28383,True,1002203,973820,all_completed_responses_reported,28383,True,1002203,0,14,22,3
63,logical-datasets-collection,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-63-logical-datasets-collection-astra-a1,m3_artifact_gate_v2_projection,1935.213135672966,,False,2039.779776,12.65192031301558,2026-08-10T09:36:40.041648+00:00,39,39,158467,96751,255218,38,100,False,66,1,66,39,False,91.91472001401849,27,27,0,27,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/logical-datasets-collection/m3-20260807T155211Z-63-logical-datasets-collection-astra-a1,2026-08-10T09:02:40.261872+00:00,0,27,,False,none,2372984,all_retained_completed_responses_reported,113760,True,2486744,2531451,partial_or_missing_provider_usage,210511,False,2741962,1,65,61,7
63,logical-datasets-collection,hermes,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-63-logical-datasets-collection-hermes-a1,m3_latest_valid_run,257.4905787809985,,False,411.828126,9.58556175295962,2026-08-10T09:44:47.452003+00:00,0,0,,,,0,100,False,18,0,18,0,False,144.7519854660419,18,18,0,18,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/logical-datasets-collection/m3-20260807T155211Z-63-logical-datasets-collection-hermes-a1,2026-08-10T09:37:55.623877+00:00,0,18,,False,none,1380571,all_retained_completed_responses_reported,25861,True,1406432,1380571,all_completed_responses_reported,25861,True,1406432,0,18,29,0
63,logical-datasets-collection,pi,complete,pass,valid,completed,none,20260813T132510Z-063-logical-datasets-collection-pi-a1,pi_isolated_rerun_v1,261.49981319200015,1182976,False,290.020701,8.078316239996639,2026-08-13T17:49:35.169410+00:00,0,0,,,,0,100,False,12,0,12,0,True,20.44257156800319,12,12,0,12,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-isolated-rerun-v1/runs/pi/logical-datasets-collection/20260813T132510Z-063-logical-datasets-collection-pi-a1,2026-08-13T17:44:45.148709+00:00,0,12,,False,none,1349790,all_retained_completed_responses_reported,13638,True,1363428,1349790,all_completed_responses_reported,13638,True,1363428,0,12,17,0
64,machine-operating,astra,,pass,valid,completed,none,m3-20260807T155211Z-64-machine-operating-astra-a1,m3_artifact_gate_v2_projection,739.2746905619861,,True,805.394737,36.56767553498503,2026-08-10T10:06:57.463860+00:00,24,24,45787,31900,77687,24,100,False,44,0,44,24,True,29.552370903028873,20,20,0,20,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/machine-operating/m3-20260807T155211Z-64-machine-operating-astra-a1,2026-08-10T09:53:32.069123+00:00,0,20,,False,none,1025763,all_retained_completed_responses_reported,40467,True,1066230,1071550,all_completed_responses_reported,72367,True,1143917,0,44,22,0
64,machine-operating,hermes,,pass,valid,completed,none,m3-20260807T155211Z-64-machine-operating-hermes-a1,m3_latest_valid_run,234.56316133600194,,False,391.529998,42.8359742659959,2026-08-10T09:52:22.918239+00:00,0,0,,,,0,100,False,23,0,23,0,True,114.13086239800214,23,23,0,23,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/machine-operating/m3-20260807T155211Z-64-machine-operating-hermes-a1,2026-08-10T09:45:51.388241+00:00,0,23,,False,none,1428982,all_retained_completed_responses_reported,18772,True,1447754,1428982,all_completed_responses_reported,18772,True,1447754,0,23,25,0
64,machine-operating,pi,complete,pass,valid,completed,none,20260812T105634Z-064-machine-operating-pi-a1,pi_base_108_v1,468.0476511869347,3382400,False,534.808593,38.484926162986085,2026-08-13T01:58:55.287615+00:00,0,0,,,,0,100,False,24,0,24,0,True,28.276015650079216,24,24,0,24,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/machine-operating/20260812T105634Z-064-machine-operating-pi-a1,2026-08-13T01:50:00.479022+00:00,0,24,,False,none,3558586,all_retained_completed_responses_reported,15760,True,3574346,3558586,all_completed_responses_reported,15760,True,3574346,0,24,33,0
65,meeting-assign,astra,,pass,valid,completed,none,m3-20260807T155211Z-65-meeting-assign-astra-a1,m3_latest_valid_run,308.326973963005,,False,346.138738,14.048309358011466,2026-08-10T10:14:16.898348+00:00,8,8,9920,15240,25160,8,100,False,16,0,16,8,True,23.76345467898352,8,8,0,8,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/meeting-assign/m3-20260807T155211Z-65-meeting-assign-astra-a1,2026-08-10T10:08:30.759610+00:00,0,8,,False,none,321051,all_retained_completed_responses_reported,16197,True,337248,330971,all_completed_responses_reported,31437,True,362408,0,16,11,0
65,meeting-assign,hermes,,pass,valid,completed,none,m3-20260807T155211Z-65-meeting-assign-hermes-a1,m3_latest_valid_run,229.62239337799838,,False,336.458878,10.723635174974333,2026-08-10T10:20:40.898947+00:00,1,1,820,143,963,1,100,False,18,0,18,1,True,96.11284944702732,17,17,0,17,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/meeting-assign/m3-20260807T155211Z-65-meeting-assign-hermes-a1,2026-08-10T10:15:04.440069+00:00,0,17,,False,none,1160973,all_retained_completed_responses_reported,26736,True,1187709,1161793,all_completed_responses_reported,26879,True,1188672,0,18,15,0
65,meeting-assign,pi,complete,pass,valid,completed,none,20260812T105634Z-065-meeting-assign-pi-a1,pi_base_108_v1,231.10068941605277,1021312,False,295.450833,12.770429185940884,2026-08-13T02:04:32.639488+00:00,0,0,,,,0,100,False,13,0,13,0,True,51.57971439800633,13,13,0,13,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/meeting-assign/20260812T105634Z-065-meeting-assign-pi-a1,2026-08-13T01:59:37.188655+00:00,0,13,,False,none,1124860,all_retained_completed_responses_reported,17471,True,1142331,1124860,all_completed_responses_reported,17471,True,1142331,0,13,14,0
66,merge-hf-datasets,astra,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-66-merge-hf-datasets-astra-a1,m3_latest_valid_run,568.8007071689935,,True,612.774248,11.45649372797925,2026-08-10T10:42:31.396638+00:00,15,15,18425,8192,26617,15,100,False,29,0,29,15,False,32.51704710302715,14,14,0,14,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/merge-hf-datasets/m3-20260807T155211Z-66-merge-hf-datasets-astra-a1,2026-08-10T10:32:18.622390+00:00,0,14,,False,none,646194,all_retained_completed_responses_reported,48481,True,694675,664619,all_completed_responses_reported,56673,True,721292,0,29,16,0
66,merge-hf-datasets,hermes,,no_pass,valid,completed,completed_but_no_pass,m3-20260807T155211Z-66-merge-hf-datasets-hermes-a1,m3_latest_valid_run,502.9464065459906,,True,629.518115,12.076809431950096,2026-08-10T10:31:42.118017+00:00,0,0,,,,0,100,False,28,0,28,0,False,114.49489902205926,28,28,0,28,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/merge-hf-datasets/m3-20260807T155211Z-66-merge-hf-datasets-hermes-a1,2026-08-10T10:21:12.599902+00:00,0,28,,False,none,1901088,all_retained_completed_responses_reported,45843,True,1946931,1901088,all_completed_responses_reported,45843,True,1946931,0,28,29,0
66,merge-hf-datasets,pi,complete,no_pass,valid,completed,completed_but_no_pass,20260812T105634Z-066-merge-hf-datasets-pi-a2,pi_base_108_v1,657.448762992979,1690240,False,692.209961,11.139846606063657,2026-08-13T05:00:17.616499+00:00,0,0,,,,0,100,False,39,0,39,0,False,23.621351400957337,39,39,0,39,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/merge-hf-datasets/20260812T105634Z-066-merge-hf-datasets-pi-a2,2026-08-13T04:48:45.406538+00:00,0,39,,False,none,1724673,all_retained_completed_responses_reported,50109,True,1774782,1724673,all_completed_responses_reported,50109,True,1774782,0,39,43,1
67,mrbeast-analysis,astra,,no_pass,valid,max_steps,model_request_budget,posthoc-20260811T142408Z-067-mrbeast-analysis-astra-a1,posthoc_formal_supplement,2670.888337863027,,False,2702.983599,8.614996175048873,2026-08-11T17:37:07.853493+00:00,58,58,179553,151415,330968,57,100,True,100,2,100,58,False,23.48026496192415,42,42,1,41,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/astra/mrbeast-analysis/posthoc-20260811T142408Z-067-mrbeast-analysis-astra-a1,2026-08-11T16:52:04.869894+00:00,0,42,m3-20260807T155211Z-67-mrbeast-analysis-astra-a1,False,none,2331758,partial_or_missing_retained_provider_usage,84275,False,2416033,2511311,partial_or_missing_provider_usage,235690,False,2747001,2,98,52,1
67,mrbeast-analysis,hermes,,no_pass,valid,completed,completed_but_no_pass,posthoc-20260811T142408Z-067-mrbeast-analysis-hermes-a1,posthoc_formal_supplement,390.6478257890558,,False,540.053406,7.799605328007601,2026-08-11T17:46:36.847111+00:00,1,1,591,1058,1649,1,100,False,22,0,22,1,False,141.6059748829366,21,21,0,21,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/hermes/mrbeast-analysis/posthoc-20260811T142408Z-067-mrbeast-analysis-hermes-a1,2026-08-11T17:37:36.793705+00:00,0,21,m3-20260807T155211Z-67-mrbeast-analysis-hermes-a1,False,none,2295650,all_retained_completed_responses_reported,29828,True,2325478,2296241,all_completed_responses_reported,30886,True,2327127,0,22,23,0
67,mrbeast-analysis,pi,complete,pass,valid,completed,none,20260812T105634Z-067-mrbeast-analysis-pi-a2,pi_base_108_v1,1726.6269951359136,4900224,False,1760.249793,11.970048874965869,2026-08-13T05:30:10.427422+00:00,0,0,,,,0,100,False,50,0,50,0,True,21.652748989120482,50,50,0,50,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/mrbeast-analysis/20260812T105634Z-067-mrbeast-analysis-pi-a2,2026-08-13T05:00:50.177629+00:00,0,50,,False,none,5063527,all_retained_completed_responses_reported,45844,True,5109371,5063527,all_completed_responses_reported,45844,True,5109371,0,50,58,1
68,music-analysis,astra,,no_pass,valid,max_steps,model_request_budget,m3-20260807T155211Z-68-music-analysis-astra-a1,m3_artifact_gate_v2_projection,4604.349437577999,,False,4673.834727,38.672726692049764,2026-08-10T13:07:30.117557+00:00,62,62,157984,163448,321432,60,100,True,100,2,100,62,False,30.812562729951424,38,38,0,38,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/music-analysis/m3-20260807T155211Z-68-music-analysis-astra-a1,2026-08-10T11:49:36.282830+00:00,1,38,,False,none,3674420,all_retained_completed_responses_reported,247412,True,3921832,3832404,partial_or_missing_provider_usage,410860,False,4243264,2,98,63,2
68,music-analysis,hermes,,no_pass,valid,completed,completed_but_no_pass,posthoc-20260811T142408Z-068-music-analysis-hermes-a1,posthoc_formal_supplement,1301.6696044009877,,True,1451.673534,6.873929530964233,2026-08-12T03:31:26.656366+00:00,10,10,5529,711,6240,10,100,False,72,0,72,10,False,143.13000006804805,62,62,0,62,/home/vagrant/moi-benchmark/astra/results/toolathlon-posthoc-unavailable-infra-rerun-v1/runs/hermes/music-analysis/posthoc-20260811T142408Z-068-music-analysis-hermes-a1,2026-08-12T03:07:14.982832+00:00,0,62,m3-20260807T155211Z-68-music-analysis-hermes-a2,False,none,5680287,all_retained_completed_responses_reported,79005,True,5759292,5685816,all_completed_responses_reported,79716,True,5765532,0,72,65,0
68,music-analysis,pi,complete,pass,valid,completed,none,20260813T132510Z-068-music-analysis-pi-a1,pi_isolated_rerun_v1,1372.721431044003,6995840,False,1401.069762,7.026346378996095,2026-08-13T18:13:46.452473+00:00,0,0,,,,0,100,False,36,0,36,0,True,21.321984577000876,36,36,0,36,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-isolated-rerun-v1/runs/pi/music-analysis/20260813T132510Z-068-music-analysis-pi-a1,2026-08-13T17:50:25.382711+00:00,0,36,,False,none,7261364,all_retained_completed_responses_reported,50119,True,7311483,7261364,all_completed_responses_reported,50119,True,7311483,0,36,39,0
69,nhl-b2b-analysis,astra,,pass,valid,completed,none,m3-20260807T155211Z-69-nhl-b2b-analysis-astra-a1,m3_latest_valid_run,1245.5419443600113,,False,1298.268125,21.250079456018284,2026-08-10T13:30:55.406924+00:00,41,41,117159,81067,198226,41,100,False,69,0,69,41,True,31.476101183970513,28,28,0,28,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/nhl-b2b-analysis/m3-20260807T155211Z-69-nhl-b2b-analysis-astra-a1,2026-08-10T13:09:17.138799+00:00,0,28,,False,none,2156098,all_retained_completed_responses_reported,44165,True,2200263,2273257,all_completed_responses_reported,125232,True,2398489,0,69,34,0
69,nhl-b2b-analysis,hermes,,pass,valid,completed,none,m3-20260807T155211Z-69-nhl-b2b-analysis-hermes-a1,m3_latest_valid_run,599.2409000420012,,False,755.634795,17.846506970003247,2026-08-10T13:44:38.440737+00:00,0,0,,,,0,100,False,34,1,34,0,True,138.54738798799565,34,34,1,33,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/nhl-b2b-analysis/m3-20260807T155211Z-69-nhl-b2b-analysis-hermes-a1,2026-08-10T13:32:02.805942+00:00,0,34,,False,none,3691216,partial_or_missing_retained_provider_usage,58007,False,3749223,3691216,partial_or_missing_provider_usage,58007,False,3749223,1,33,33,0
69,nhl-b2b-analysis,pi,complete,no_pass,valid,crashed,product_error,20260814T065354Z-069-nhl-b2b-analysis-pi-a1,pi_service_and_audit_8_v3,3730.5972806719947,14720,False,3898.593591,25.346979379013646,2026-08-14T09:14:32.396899+00:00,0,0,,,,0,100,False,16,12,16,0,False,142.64933094899152,16,16,12,4,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-service-and-audit-8-v3/runs/pi/nhl-b2b-analysis/20260814T065354Z-069-nhl-b2b-analysis-pi-a1,2026-08-14T08:09:33.803308+00:00,0,16,,False,none,24903,partial_or_missing_retained_provider_usage,1758,False,26661,24903,partial_or_missing_provider_usage,1758,False,26661,12,4,5,0
70,notion-find-job,astra,,pass,valid,completed,none,m3-20260807T155211Z-70-notion-find-job-astra-a1,m3_latest_valid_run,410.14043543406297,,False,461.865935,18.376659833011217,2026-08-10T13:56:37.750690+00:00,16,16,19931,24354,44285,16,100,False,31,0,31,16,True,33.348839732925796,15,15,0,15,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/astra/notion-find-job/m3-20260807T155211Z-70-notion-find-job-astra-a1,2026-08-10T13:48:55.884755+00:00,0,15,,False,none,625958,all_retained_completed_responses_reported,12500,True,638458,645889,all_completed_responses_reported,36854,True,682743,0,31,19,0
70,notion-find-job,hermes,,pass,valid,completed,none,m3-20260807T155211Z-70-notion-find-job-hermes-a1,m3_latest_valid_run,67.50900949398056,,False,112.114897,21.348271894967183,2026-08-10T13:47:47.174429+00:00,0,0,,,,0,100,False,5,0,5,0,True,23.25761561105226,5,5,0,5,/home/vagrant/moi-benchmark/astra/results/toolathlon-m3-remaining-batch-v1/runs/hermes/notion-find-job/m3-20260807T155211Z-70-notion-find-job-hermes-a1,2026-08-10T13:45:55.059532+00:00,0,5,,False,none,204649,all_retained_completed_responses_reported,3086,True,207735,204649,all_completed_responses_reported,3086,True,207735,0,5,8,0
70,notion-find-job,pi,complete,pass,valid,completed,none,20260812T105634Z-070-notion-find-job-pi-a1,pi_base_108_v1,90.02137669594958,212224,False,130.251884,17.555266082985327,2026-08-13T06:03:55.998855+00:00,0,0,,,,0,100,False,6,0,6,0,True,22.67524122106508,6,6,0,6,/home/vagrant/moi-benchmark/astra/results/toolathlon-pi-108-v1/runs/pi/notion-find-job/20260812T105634Z-070-notion-find-job-pi-a1,2026-08-13T06:01:45.746971+00:00,0,6,,False,none,271190,all_retained_completed_responses_reported,5178,True,276368,271190,all_completed_responses_reported,5178,True,276368,0,6,9,0
